date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:01:56	223892/223892	---M--	200	added ('OK')	text/html	etag:%2236a94-59583f2a97700%22	http://hyperion.cs.upt.ro/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-upright-var.woff2	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-upright-var.html	(from http://hyperion.cs.upt.ro/wp-content/themes/twentytwenty/style.css?ver=1.5)
08:01:58	236832/236832	---M--	200	added ('OK')	text/html	etag:%2239d20-59583f2a97700%22	http://hyperion.cs.upt.ro/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-italic-var.woff2	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-italic-var.html	(from http://hyperion.cs.upt.ro/wp-content/themes/twentytwenty/style.css?ver=1.5)
08:02:00	76333/76333	---MC-	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:01:52%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/index.html	(from http://hyperion.cs.upt.ro/)
08:02:00	4611/4611	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:02:01%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/wp/v2/pages/10	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/wp/v2/pages/10.json	(from http://hyperion.cs.upt.ro/index.php/bibliography/)
08:02:00	2298/2298	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:02:01%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhyperion.cs.upt.ro%2Findex.php%2Fbibliography%2F	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embedca96.json	(from http://hyperion.cs.upt.ro/index.php/bibliography/)
08:02:01	2387/2387	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2005:02:01%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhyperion.cs.upt.ro%2Findex.php%2Fbibliography%2F&format=xml	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed3997	(from http://hyperion.cs.upt.ro/index.php/bibliography/)
08:02:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2005:02:02%20GMT	http://hyperion.cs.upt.ro/?p=10	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index64b4.html	(from http://hyperion.cs.upt.ro/index.php/bibliography/)
08:02:01	4135/4135	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:02:02%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/wp/v2/pages/8	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/wp/v2/pages/8.json	(from http://hyperion.cs.upt.ro/index.php/novelty-and-objectives/)
08:02:01	2348/2348	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:02:02%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhyperion.cs.upt.ro%2Findex.php%2Fnovelty-and-objectives%2F	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed9b15.json	(from http://hyperion.cs.upt.ro/index.php/novelty-and-objectives/)
08:02:01	2437/2437	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2005:02:02%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhyperion.cs.upt.ro%2Findex.php%2Fnovelty-and-objectives%2F&format=xml	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed4b58	(from http://hyperion.cs.upt.ro/index.php/novelty-and-objectives/)
08:02:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2005:02:02%20GMT	http://hyperion.cs.upt.ro/?p=8	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index2df4.html	(from http://hyperion.cs.upt.ro/index.php/novelty-and-objectives/)
08:02:02	3750/3750	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:02:02%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/wp/v2/pages/12	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/wp/v2/pages/12.json	(from http://hyperion.cs.upt.ro/index.php/project-implementation/)
08:02:02	2348/2348	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:02:03%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhyperion.cs.upt.ro%2Findex.php%2Fproject-implementation%2F	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embeddd46.json	(from http://hyperion.cs.upt.ro/index.php/project-implementation/)
08:02:02	2437/2437	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2005:02:03%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhyperion.cs.upt.ro%2Findex.php%2Fproject-implementation%2F&format=xml	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed8291	(from http://hyperion.cs.upt.ro/index.php/project-implementation/)
08:02:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2005:02:03%20GMT	http://hyperion.cs.upt.ro/?p=12	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index678b.html	(from http://hyperion.cs.upt.ro/index.php/project-implementation/)
08:02:03	2373/2373	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:02:04%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/wp/v2/pages/20	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/wp/v2/pages/20.json	(from http://hyperion.cs.upt.ro/index.php/project-team/)
08:02:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2005:02:04%20GMT	http://hyperion.cs.upt.ro/?p=20	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index341b.html	(from http://hyperion.cs.upt.ro/index.php/project-team/)
08:02:04	2298/2298	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:02:04%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhyperion.cs.upt.ro%2Findex.php%2Fproject-team%2F	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embedf29b.json	(from http://hyperion.cs.upt.ro/index.php/project-team/)
08:02:04	2387/2387	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2005:02:04%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhyperion.cs.upt.ro%2Findex.php%2Fproject-team%2F&format=xml	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embeda311	(from http://hyperion.cs.upt.ro/index.php/project-team/)
08:02:04	2712/2712	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:02:05%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/wp/v2/pages/29	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/wp/v2/pages/29.json	(from http://hyperion.cs.upt.ro/index.php/publications/)
08:02:04	2298/2298	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:02:05%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhyperion.cs.upt.ro%2Findex.php%2Fpublications%2F	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed826b.json	(from http://hyperion.cs.upt.ro/index.php/publications/)
08:02:05	2387/2387	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2005:02:05%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhyperion.cs.upt.ro%2Findex.php%2Fpublications%2F&format=xml	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed2f49	(from http://hyperion.cs.upt.ro/index.php/publications/)
08:02:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2005:02:05%20GMT	http://hyperion.cs.upt.ro/?p=29	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index9cd7.html	(from http://hyperion.cs.upt.ro/index.php/publications/)
08:02:05	2348/2348	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:02:05%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/wp/v2/pages/26	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/wp/v2/pages/26.json	(from http://hyperion.cs.upt.ro/index.php/reports/)
08:02:05	2318/2318	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2005:02:06%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhyperion.cs.upt.ro%2Findex.php%2Freports%2F	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed588d.json	(from http://hyperion.cs.upt.ro/index.php/reports/)
08:02:05	2404/2404	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2005:02:06%20GMT	http://hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhyperion.cs.upt.ro%2Findex.php%2Freports%2F&format=xml	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index.php/wp-json/oembed/1.0/embedecee	(from http://hyperion.cs.upt.ro/index.php/reports/)
08:02:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2005:02:06%20GMT	http://hyperion.cs.upt.ro/?p=26	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/index88b9.html	(from http://hyperion.cs.upt.ro/index.php/reports/)
08:02:28	246087/246087	---M--	200	added ('OK')	image/png	etag:%223c147-5b56929356907%22	http://hyperion.cs.upt.ro/wp-content/uploads/2020/12/Screen-Shot-2020-12-01-at-17.55.18-1024x452.png	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/wp-content/uploads/2020/12/Screen-Shot-2020-12-01-at-17.55.18-1024x452.png	(from http://hyperion.cs.upt.ro/index.php/project-implementation/)
08:03:13	739429/739429	---M--	200	added ('OK')	application/pdf	etag:%22b4865-5d22f81627a68%22	http://hyperion.cs.upt.ro/wp-content/uploads/2021/12/Raport-stiintific-si-tehnic_etapa1_2020_Hyperion.pdf	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/wp-content/uploads/2021/12/Raport-stiintific-si-tehnic_etapa1_2020_Hyperion.pdf	(from http://hyperion.cs.upt.ro/index.php/reports/)
08:03:31	1191394/1191394	---M--	200	added ('OK')	application/pdf	etag:%22122de2-5d22f85c8cad9%22	http://hyperion.cs.upt.ro/wp-content/uploads/2021/12/Raport-stiintific-si-tehnic_etapa-2_2021_Hyperion_compressed.pdf	C:/My%20Web%20Sites/hyoerion/hyperion.cs.upt.ro/wp-content/uploads/2021/12/Raport-stiintific-si-tehnic_etapa-2_2021_Hyperion_compressed.pdf	(from http://hyperion.cs.upt.ro/index.php/reports/)
